,loss,accuracy,val_loss,val_accuracy
0,0.6003720760345459,0.6491892337799072,0.6503182649612427,0.7167883515357971
1,0.4395955801010132,0.7648905515670776,0.41124165058135986,0.8112208247184753
2,0.43656402826309204,0.7691066861152649,0.3928080201148987,0.8357203602790833
3,0.4266827404499054,0.7746390104293823,0.38780415058135986,0.7804489135742188
4,0.4009581506252289,0.7920991778373718,0.6928205490112305,0.719183087348938
5,0.3796366751194,0.8044363856315613,0.40558481216430664,0.8216925859451294
6,0.36117929220199585,0.8172370195388794,0.286302387714386,0.868812084197998
7,0.33719944953918457,0.831944465637207,0.2717004418373108,0.8902012705802917
8,0.32536324858665466,0.8409141898155212,0.24718917906284332,0.9062898755073547
9,0.31092357635498047,0.8512069582939148,0.2805694341659546,0.8624197244644165
10,0.2993713617324829,0.8582013249397278,0.212800070643425,0.9212526082992554
11,0.2918534278869629,0.8639553189277649,0.4373204708099365,0.8028725981712341
12,0.27652880549430847,0.8732903599739075,0.24233825504779816,0.883070170879364
13,0.263118177652359,0.8781266808509827,0.22578436136245728,0.898969292640686
14,0.25945213437080383,0.882513165473938,0.21620634198188782,0.8909604549407959
15,0.25385767221450806,0.8844518065452576,0.23843982815742493,0.8839956521987915
16,0.24588477611541748,0.8893325924873352,0.21884477138519287,0.9156684875488281
17,0.24159599840641022,0.892507016658783,0.19769300520420074,0.9065529108047485
18,0.23689350485801697,0.8948649168014526,0.21003486216068268,0.8931766748428345
19,0.23234574496746063,0.8972992300987244,0.1860152631998062,0.9088958501815796
20,0.22780738770961761,0.8998543620109558,0.2855377495288849,0.8394712805747986
21,0.22617042064666748,0.9010010361671448,0.23815494775772095,0.8855603337287903
22,0.221331387758255,0.9027184247970581,0.19603170454502106,0.9240358471870422
23,0.2260112464427948,0.9042054414749146,0.1444663554430008,0.946625828742981
24,0.22102728486061096,0.9065706133842468,0.28156915307044983,0.8782125115394592
25,0.20811666548252106,0.908830463886261,0.21161694824695587,0.8939467668533325
26,0.21444779634475708,0.9092979431152344,0.17960616946220398,0.9178397059440613
27,0.22049733996391296,0.9102615714073181,0.153154194355011,0.9306912422180176
28,0.21229669451713562,0.909914493560791,0.18346905708312988,0.9098608493804932
29,0.2192312777042389,0.9123106002807617,0.19174699485301971,0.9097545742988586
30,0.20214761793613434,0.9124755263328552,0.22389915585517883,0.8930131196975708
31,0.20277559757232666,0.9134622812271118,0.15383271872997284,0.9387546181678772
32,0.20827557146549225,0.9118112921714783,0.17184752225875854,0.9263337850570679
33,0.20027010142803192,0.9164245128631592,0.42705583572387695,0.8273053169250488
34,0.2214207500219345,0.9161382913589478,0.14863431453704834,0.9314762949943542
35,0.20588135719299316,0.9146294593811035,0.32140299677848816,0.8788599371910095
36,0.19555212557315826,0.917063295841217,0.23211562633514404,0.8852850198745728
37,0.21282930672168732,0.9191272854804993,0.15495039522647858,0.9200232028961182
38,0.19485963881015778,0.920778751373291,0.21801741421222687,0.8961084485054016
39,0.25343185663223267,0.9169151782989502,0.11929503828287125,0.9503971934318542
40,0.19661857187747955,0.9179524183273315,0.20060868561267853,0.9058918952941895
41,0.19125892221927643,0.9202526807785034,0.332724392414093,0.8697021007537842
42,0.1891005039215088,0.9215134382247925,0.2131008356809616,0.901271402835846
43,0.21631111204624176,0.9112224578857422,0.26058852672576904,0.8859869837760925
44,0.20050925016403198,0.9174826145172119,0.10866871476173401,0.9581388831138611
45,0.22192440927028656,0.9207619428634644,0.25061550736427307,0.8861518502235413
46,0.18989789485931396,0.9212467074394226,0.2562671899795532,0.886934220790863
47,0.22531111538410187,0.9196579456329346,0.2851121127605438,0.8765088319778442
48,0.20503325760364532,0.9185044169425964,0.17173492908477783,0.9262370467185974
49,0.20106291770935059,0.9196125268936157,0.19892936944961548,0.898347795009613
