,loss,accuracy,val_loss,val_accuracy
0,0.36550968885421753,0.8327308893203735,0.23498442769050598,0.8766393661499023
1,0.24575255811214447,0.8756187558174133,0.24134203791618347,0.870265007019043
2,0.19422440230846405,0.899317741394043,0.17755071818828583,0.9187690615653992
3,0.1747366040945053,0.907654345035553,0.1377435326576233,0.923189640045166
4,0.18475377559661865,0.9036977291107178,0.16047677397727966,0.9102942943572998
5,0.162379652261734,0.9107154607772827,0.20567314326763153,0.9247771501541138
6,0.16006587445735931,0.9146150946617126,0.1403658092021942,0.925363302230835
7,0.16436350345611572,0.916170060634613,0.17316043376922607,0.925363302230835
8,0.14920803904533386,0.9174970984458923,0.16383156180381775,0.9244351983070374
9,0.14931516349315643,0.9192474484443665,0.14951804280281067,0.9251679182052612
10,0.14079901576042175,0.9205988645553589,0.15086370706558228,0.9139333367347717
11,0.1415584832429886,0.9183111786842346,0.1799522340297699,0.9192575216293335
12,0.14811737835407257,0.9186449646949768,0.13962842524051666,0.9265844225883484
13,0.13997142016887665,0.9203057885169983,0.19705207645893097,0.9281231164932251
14,0.1428515911102295,0.9199801087379456,0.25376272201538086,0.8946635723114014
15,0.1612192839384079,0.9221050143241882,0.18410582840442657,0.9277323484420776
16,0.13862156867980957,0.9211606383323669,0.1407332867383957,0.9266577363014221
17,0.1352800726890564,0.9208675026893616,0.15994542837142944,0.9208694696426392
18,0.13827620446681976,0.9199150204658508,0.14264850318431854,0.9259494543075562
19,0.13949884474277496,0.9208756685256958,0.1401301771402359,0.926047146320343
20,0.13897234201431274,0.9217467904090881,0.141310915350914,0.9186713695526123
21,0.13776542246341705,0.9223411083221436,0.16893208026885986,0.9258762001991272
22,0.15315060317516327,0.9216164946556091,0.24361348152160645,0.9173036813735962
23,0.12982608377933502,0.9221619963645935,0.22766301035881042,0.9266577363014221
24,0.14492790400981903,0.9207454323768616,0.385573148727417,0.9266577363014221
25,0.15832683444023132,0.9211117625236511,4.342109680175781,0.9246305823326111
26,0.6675854921340942,0.923057496547699,0.17784161865711212,0.9283185005187988
27,0.14536751806735992,0.9220154285430908,0.21020077168941498,0.9282451868057251
28,0.1377265453338623,0.9225120544433594,0.3187069594860077,0.8995237350463867
29,0.14335547387599945,0.9225283265113831,0.1775745004415512,0.9279765486717224
30,0.1435631811618805,0.9220073223114014,0.452689528465271,0.9266821146011353
31,0.1812961995601654,0.9225690364837646,0.15931673347949982,0.9273659586906433
32,0.14235958456993103,0.9196626543998718,0.16845089197158813,0.9252411723136902
33,0.1434183120727539,0.9218525886535645,0.2405048906803131,0.905751645565033
34,0.14943017065525055,0.921592116355896,0.13828766345977783,0.9130052328109741
35,0.1319694072008133,0.9232854843139648,0.31028708815574646,0.9269019365310669
36,0.1431315541267395,0.9206070303916931,0.16620974242687225,0.9230919480323792
37,0.13477888703346252,0.9225120544433594,0.26451849937438965,0.9215533137321472
38,0.14072130620479584,0.9220561385154724,0.46189790964126587,0.8968372344970703
39,0.2981884181499481,0.9218118786811829,0.26472750306129456,0.9266577363014221
40,0.13075049221515656,0.9238064885139465,0.3292371928691864,0.9263157844543457
41,0.1412542313337326,0.9225364923477173,0.295135498046875,0.9277811646461487
42,0.20775343477725983,0.9198987483978271,0.3205301761627197,0.9277567267417908
43,0.13899077475070953,0.9222922325134277,0.38106605410575867,0.9261692762374878
44,0.1436578333377838,0.9235785603523254,0.2897351384162903,0.9263157844543457
45,0.15788286924362183,0.9210628867149353,0.3529450595378876,0.9277567267417908
46,0.14457951486110687,0.9211199283599854,0.2489032745361328,0.928196370601654
47,0.13486728072166443,0.922096848487854,0.30449122190475464,0.9289534687995911
48,0.147165447473526,0.9227888584136963,0.30021655559539795,0.9272682666778564
49,0.13507628440856934,0.921844482421875,0.4341600239276886,0.9274880886077881
